Obs ID,Date Observed,Number,Sex,Species,County,Survey Method
32212,15-Oct-25,5,Male,B. impatiens (Common eastern),Milwaukee,Incidental
32199,14-Oct-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
32200,14-Oct-25,1,Queen,B. impatiens (Common eastern),Dodge,Incidental
32198,13-Oct-25,2,Unknown,B. impatiens (Common eastern),Marquette,Small Area
32192,13-Oct-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
32185,12-Oct-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
32181,12-Oct-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
32197,12-Oct-25,1,Male,B. impatiens (Common eastern),Wood,Incidental
32172,11-Oct-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
32201,10-Oct-25,6,Male,B. impatiens (Common eastern),Dane,Incidental
32157,10-Oct-25,1,Male,B. impatiens (Common eastern),Outagamie,Incidental
32156,10-Oct-25,1,Male,B. impatiens (Common eastern),Walworth,Incidental
32155,9-Oct-25,1,Male,B. impatiens (Common eastern),Walworth,Incidental
32170,9-Oct-25,1,Male,B. impatiens (Common eastern),Dodge,Incidental
32136,8-Oct-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
32164,7-Oct-25,1,Male,B. impatiens (Common eastern),Wood,Incidental
32130,7-Oct-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
32165,7-Oct-25,50,Female,B. impatiens (Common eastern),Wood,Incidental
32122,6-Oct-25,8,Male,B. impatiens (Common eastern),Walworth,Incidental
32118,5-Oct-25,1,Female,B. citrinus (Lemon cuckoo),Dane,Incidental
32133,5-Oct-25,2,Unknown,B. impatiens (Common eastern),Winnebago,Incidental
32112,5-Oct-25,1,Male,B. impatiens (Common eastern),Milwaukee,Incidental
32113,5-Oct-25,10,Male,B. impatiens (Common eastern),Walworth,Incidental
32114,5-Oct-25,2,Female,B. impatiens (Common eastern),Brown,Incidental
32115,5-Oct-25,200,Male,B. impatiens (Common eastern),Brown,Incidental
32119,5-Oct-25,1,Male,B. impatiens (Common eastern),Iowa,Incidental
32121,4-Oct-25,1,Female,B. impatiens (Common eastern),Door,Incidental
32120,4-Oct-25,1,Queen,B. griseocollis (Brownbelted),Door,Incidental
32111,4-Oct-25,10,Male,B. impatiens (Common eastern),Walworth,Incidental
32109,4-Oct-25,1,Female,B. vagans (Half-black),Adams,Incidental
32148,3-Oct-25,3,Male,B. vagans (Half-black),Ozaukee,Incidental
32147,3-Oct-25,1,Queen,B. rufocinctus (Redbelted),Ozaukee,Incidental
32146,3-Oct-25,1,Male,B. rufocinctus (Redbelted),Ozaukee,Incidental
32144,3-Oct-25,1,Male,B. citrinus (Lemon cuckoo),Ozaukee,Incidental
32142,3-Oct-25,1,Queen,B. rufocinctus (Redbelted),Ozaukee,Incidental
32110,3-Oct-25,1,Male,B. ternarius (Tricolored),Bayfield,Incidental
32117,3-Oct-25,3,Female,B. impatiens (Common eastern),Outagamie,Incidental
32116,3-Oct-25,11,Male,B. impatiens (Common eastern),Outagamie,Incidental
32107,3-Oct-25,10,Male,B. impatiens (Common eastern),Walworth,Incidental
32106,3-Oct-25,1,Female,B. impatiens (Common eastern),La Crosse,Incidental
32105,3-Oct-25,67,Male,B. impatiens (Common eastern),La Crosse,Incidental
32104,3-Oct-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
32158,3-Oct-25,45,Male,B. impatiens (Common eastern),Sheboygan,Incidental
32160,3-Oct-25,17,Male,B. impatiens (Common eastern),Sheboygan,Incidental
32162,3-Oct-25,1,Male,B. citrinus (Lemon cuckoo),Sheboygan,Incidental
32163,3-Oct-25,2,Male,B. impatiens (Common eastern),Sheboygan,Incidental
32159,3-Oct-25,10,Female,B. impatiens (Common eastern),Sheboygan,Incidental
32145,3-Oct-25,5,Female,B. rufocinctus (Redbelted),Ozaukee,Incidental
32179,2-Oct-25,22,Male,B. impatiens (Common eastern),Sheboygan,Incidental
32174,2-Oct-25,9,Male,B. impatiens (Common eastern),Sheboygan,Incidental
32141,2-Oct-25,7,Male,B. impatiens (Common eastern),Sheboygan,Incidental
32175,2-Oct-25,1,Male,B. impatiens (Common eastern),Sheboygan,Incidental
32177,2-Oct-25,1,Queen,B. impatiens (Common eastern),Sheboygan,Incidental
32178,2-Oct-25,4,Male,B. impatiens (Common eastern),Sheboygan,Incidental
32102,2-Oct-25,1,Female,B. rufocinctus (Redbelted),Wood,Incidental
32103,2-Oct-25,15,Unknown,B. impatiens (Common eastern),Wood,Incidental
32101,2-Oct-25,20,Male,B. impatiens (Common eastern),Walworth,Incidental
32099,2-Oct-25,53,Male,B. impatiens (Common eastern),La Crosse,Incidental
32098,2-Oct-25,15,Female,B. impatiens (Common eastern),La Crosse,Incidental
32085,2-Oct-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
32139,1-Oct-25,4,Male,B. impatiens (Common eastern),Columbia,Incidental
32180,1-Oct-25,1,Queen,B. rufocinctus (Redbelted),Milwaukee,Incidental
32083,1-Oct-25,2,Queen,B. impatiens (Common eastern),Brown,Incidental
32081,1-Oct-25,1,Queen,B. impatiens (Common eastern),Walworth,Incidental
32082,1-Oct-25,20,Male,B. impatiens (Common eastern),Walworth,Incidental
32100,1-Oct-25,1,Queen,B. impatiens (Common eastern),Milwaukee,Incidental
32140,1-Oct-25,1,Male,B. impatiens (Common eastern),Columbia,Incidental
32138,1-Oct-25,2,Female,B. impatiens (Common eastern),Columbia,Incidental
32137,1-Oct-25,5,Male,B. impatiens (Common eastern),Columbia,Incidental
32124,1-Oct-25,1,Male,B. rufocinctus (Redbelted),Adams,Incidental
32123,1-Oct-25,4,Male,B. impatiens (Common eastern),Adams,Incidental
32108,1-Oct-25,1,Queen,B. impatiens (Common eastern),Outagamie,Incidental
32078,30-Sep-25,1,Female,B. citrinus (Lemon cuckoo),Brown,Incidental
32076,30-Sep-25,23,Male,B. impatiens (Common eastern),Walworth,Incidental
32075,30-Sep-25,2,Male,B. fervidus (Yellow),Clark,Incidental
32071,29-Sep-25,1,Queen,B. rufocinctus (Redbelted),Brown,Incidental
32070,29-Sep-25,1,Male,B. impatiens (Common eastern),Milwaukee,Incidental
32069,29-Sep-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
32171,29-Sep-25,1,Male,B. impatiens (Common eastern),Dodge,Incidental
32068,29-Sep-25,1,Queen,B. ternarius (Tricolored),Bayfield,Incidental
32066,29-Sep-25,8,Female,B. impatiens (Common eastern),La Crosse,Incidental
32065,29-Sep-25,15,Male,B. impatiens (Common eastern),La Crosse,Incidental
32064,29-Sep-25,2,Queen,B. impatiens (Common eastern),La Crosse,Incidental
32072,29-Sep-25,1,Male,B. citrinus (Lemon cuckoo),Brown,Incidental
32077,29-Sep-25,8,Female,B. impatiens (Common eastern),Bayfield,Incidental
32061,29-Sep-25,1,Male,B. vagans (Half-black),Wood,Incidental
32080,29-Sep-25,1,Male,B. fervidus (Yellow),Dane,Incidental
32166,29-Sep-25,1,Male,B. impatiens (Common eastern),Portage,Incidental
32207,28-Sep-25,2,Unknown,B. impatiens (Common eastern),Iowa,Incidental
32202,28-Sep-25,3,Male,B. impatiens (Common eastern),Iowa,Incidental
32203,28-Sep-25,6,Male,B. impatiens (Common eastern),Iowa,Incidental
32204,28-Sep-25,1,Male,B. impatiens (Common eastern),Iowa,Incidental
32205,28-Sep-25,9,Male,B. impatiens (Common eastern),Iowa,Incidental
32206,28-Sep-25,4,Female,B. impatiens (Common eastern),Iowa,Incidental
32048,28-Sep-25,1,Female,B. rufocinctus (Redbelted),Dunn,Incidental
32058,28-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
32054,28-Sep-25,1,Queen,B. impatiens (Common eastern),Winnebago,Incidental
32050,28-Sep-25,1,Queen,B. affinis (Rusty Patched),Milwaukee,Incidental
32059,28-Sep-25,20,Male,B. impatiens (Common eastern),Walworth,Incidental
32052,27-Sep-25,17,Male,B. impatiens (Common eastern),Outagamie,Incidental
32067,27-Sep-25,2,Male,B. impatiens (Common eastern),Juneau,Incidental
32051,27-Sep-25,14,Female,B. impatiens (Common eastern),Outagamie,Incidental
32057,27-Sep-25,35,Male,B. impatiens (Common eastern),Walworth,Incidental
32097,27-Sep-25,1,Queen,B. griseocollis (Brownbelted),Dane,Incidental
32096,27-Sep-25,1,Queen,B. citrinus (Lemon cuckoo),Dane,Incidental
32043,27-Sep-25,12,Male,B. impatiens (Common eastern),Manitowoc,Incidental
32046,27-Sep-25,1,Queen,B. impatiens (Common eastern),Outagamie,Incidental
32074,27-Sep-25,2,Male,B. impatiens (Common eastern),Juneau,Incidental
32093,26-Sep-25,11,Male,B. impatiens (Common eastern),Dane,Incidental
32060,26-Sep-25,1,Female,B. vagans (Half-black),Vilas,Incidental
32047,26-Sep-25,1,Unknown,B. ternarius (Tricolored),La Crosse,Incidental
32056,26-Sep-25,40,Male,B. impatiens (Common eastern),Walworth,Incidental
32094,26-Sep-25,4,Female,B. impatiens (Common eastern),Dane,Incidental
32154,25-Sep-25,3,Unknown,B. impatiens (Common eastern),Milwaukee,Small Area
32030,25-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
32053,25-Sep-25,1,Queen,B. impatiens (Common eastern),Calumet,Incidental
32029,25-Sep-25,39,Male,B. impatiens (Common eastern),Walworth,Incidental
32055,25-Sep-25,1,Queen,B. vagans (Half-black),Calumet,Incidental
32013,24-Sep-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
32084,24-Sep-25,3,Female,B. vagans (Half-black),Juneau,Incidental
32062,24-Sep-25,1,Queen,B. vagans (Half-black),Juneau,Incidental
32014,24-Sep-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
32017,24-Sep-25,11,Male,B. impatiens (Common eastern),Dane,Incidental
32016,24-Sep-25,21,Male,B. impatiens (Common eastern),La Crosse,Incidental
32015,24-Sep-25,8,Female,B. impatiens (Common eastern),La Crosse,Incidental
32019,24-Sep-25,10,Unknown,B. impatiens (Common eastern),Walworth,Incidental
32018,24-Sep-25,2,Female,B. impatiens (Common eastern),Walworth,Incidental
31999,23-Sep-25,2,Queen,B. impatiens (Common eastern),Dunn,Incidental
32033,23-Sep-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
32000,23-Sep-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
32002,23-Sep-25,1,Queen,B. impatiens (Common eastern),Calumet,Incidental
32035,22-Sep-25,1,Female,B. ternarius (Tricolored),Waupaca,Incidental
31992,22-Sep-25,3,Male,B. impatiens (Common eastern),Dane,Incidental
31987,21-Sep-25,2,Female,B. insularis (Indiscriminate cuckoo),Washburn,Incidental
31979,21-Sep-25,1,Queen,B. impatiens (Common eastern),Dodge,Incidental
31977,21-Sep-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31984,20-Sep-25,1,Female,B. impatiens (Common eastern),Door,Small Area
31986,20-Sep-25,1,Male,B. vagans (Half-black),Door,Small Area
31968,20-Sep-25,5,Female,B. impatiens (Common eastern),La Crosse,Small Area
31967,20-Sep-25,35,Male,B. impatiens (Common eastern),La Crosse,Small Area
31971,20-Sep-25,1,Female,B. vagans (Half-black),Door,Incidental
31973,20-Sep-25,1,Female,B. vagans (Half-black),Walworth,Incidental
31969,20-Sep-25,7,Female,B. impatiens (Common eastern),Door,Incidental
31972,20-Sep-25,4,Male,B. impatiens (Common eastern),Walworth,Incidental
31970,20-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31994,20-Sep-25,1,Female,B. fervidus (Yellow),Door,Incidental
31966,19-Sep-25,4,Male,B. impatiens (Common eastern),Ozaukee,Incidental
31964,19-Sep-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
31962,19-Sep-25,1,Queen,B. rufocinctus (Redbelted),Calumet,Incidental
31963,19-Sep-25,15,Female,B. impatiens (Common eastern),Calumet,Incidental
31953,18-Sep-25,1,Female,B. impatiens (Common eastern),Dane,Incidental
31959,18-Sep-25,1,Queen,B. auricomus (Black and gold),Calumet,Incidental
31952,18-Sep-25,3,Male,B. impatiens (Common eastern),Milwaukee,Incidental
31956,18-Sep-25,6,Male,B. impatiens (Common eastern),Walworth,Incidental
31950,17-Sep-25,4,Male,B. impatiens (Common eastern),La Crosse,Incidental
31945,17-Sep-25,1,Male,B. impatiens (Common eastern),Walworth,Incidental
32001,17-Sep-25,1,Female,B. impatiens (Common eastern),Iowa,Incidental
31946,17-Sep-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31947,17-Sep-25,5,Female,B. impatiens (Common eastern),La Crosse,Incidental
31949,16-Sep-25,8,Female,B. vagans (Half-black),Door,Small Area
31948,16-Sep-25,12,Female,B. impatiens (Common eastern),Door,Small Area
31918,16-Sep-25,1,Queen,B. vagans (Half-black),Calumet,Incidental
31943,16-Sep-25,4,Male,B. impatiens (Common eastern),Walworth,Incidental
31944,16-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31919,16-Sep-25,1,Queen,B. affinis (Rusty Patched),Calumet,Incidental
31993,16-Sep-25,1,Female,B. impatiens (Common eastern),Bayfield,Incidental
31928,15-Sep-25,1,Queen,B. affinis (Rusty Patched),Calumet,Small Area
31914,15-Sep-25,2,Queen,B. affinis (Rusty Patched),Door,Small Area
31941,15-Sep-25,3,Male,B. impatiens (Common eastern),Walworth,Incidental
31912,15-Sep-25,1,Female,B. impatiens (Common eastern),Dodge,Incidental
31920,15-Sep-25,1,Male,B. citrinus (Lemon cuckoo),Calumet,Incidental
31921,15-Sep-25,1,Male,B. borealis (Northern amber),Calumet,Incidental
31929,15-Sep-25,6,Male,B. griseocollis (Brownbelted),Calumet,Incidental
31923,15-Sep-25,5,Male,B. impatiens (Common eastern),Calumet,Incidental
31925,15-Sep-25,2,Female,B. impatiens (Common eastern),Calumet,Incidental
31926,15-Sep-25,2,Queen,B. vagans (Half-black),Calumet,Incidental
31937,15-Sep-25,1,Female,B. vagans (Half-black),Calumet,Incidental
31924,15-Sep-25,3,Male,B. vagans (Half-black),Calumet,Incidental
31942,15-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31888,14-Sep-25,6,Male,B. impatiens (Common eastern),La Crosse,Small Area
31887,14-Sep-25,4,Female,B. impatiens (Common eastern),La Crosse,Small Area
31997,14-Sep-25,2,Female,B. impatiens (Common eastern),Dane,Incidental
31901,14-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31902,14-Sep-25,3,Male,B. impatiens (Common eastern),Walworth,Incidental
31905,14-Sep-25,15,Unknown,B. ternarius (Tricolored),Oneida,Incidental
31909,14-Sep-25,12,Female,B. impatiens (Common eastern),Brown,Incidental
31906,14-Sep-25,1,Female,B. vagans (Half-black),Oneida,Incidental
31910,14-Sep-25,9,Female,B. impatiens (Common eastern),Wood,Incidental
31998,14-Sep-25,1,Male,B. impatiens (Common eastern),Dane,Incidental
31996,14-Sep-25,2,Male,B. impatiens (Common eastern),Dane,Incidental
31960,13-Sep-25,2,Male,B. fervidus (Yellow),Dunn,Incidental
32073,13-Sep-25,1,Male,B. griseocollis (Brownbelted),Calumet,Incidental
31877,13-Sep-25,5,Male,B. griseocollis (Brownbelted),Calumet,Incidental
31878,13-Sep-25,4,Male,B. rufocinctus (Redbelted),Calumet,Incidental
31876,13-Sep-25,3,Male,B. impatiens (Common eastern),Walworth,Incidental
31875,13-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31874,13-Sep-25,5,Female,B. impatiens (Common eastern),La Crosse,Incidental
31880,13-Sep-25,19,Male,B. impatiens (Common eastern),Calumet,Incidental
31879,13-Sep-25,7,Female,B. impatiens (Common eastern),Calumet,Incidental
31882,13-Sep-25,1,Female,B. affinis (Rusty Patched),Calumet,Incidental
31881,13-Sep-25,1,Female,B. griseocollis (Brownbelted),Calumet,Incidental
31884,13-Sep-25,1,Female,B. auricomus (Black and gold),Brown,Incidental
31885,13-Sep-25,2,Male,B. affinis (Rusty Patched),Brown,Incidental
31903,13-Sep-25,1,Female,B. impatiens (Common eastern),Lafayette,Incidental
31908,13-Sep-25,1,Female,B. affinis (Rusty Patched),Brown,Incidental
31907,13-Sep-25,1,Female,B. affinis (Rusty Patched),Brown,Incidental
31951,13-Sep-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
31995,13-Sep-25,1,Female,B. impatiens (Common eastern),Dane,Incidental
32041,13-Sep-25,8,Male,B. vagans (Half-black),Dane,Incidental
32042,13-Sep-25,4,Female,B. impatiens (Common eastern),Dane,Incidental
31855,12-Sep-25,1,Female,B. vagans (Half-black),Door,Small Area
31856,12-Sep-25,2,Male,B. vagans (Half-black),Door,Small Area
31939,12-Sep-25,16,Male,B. impatiens (Common eastern),Outagamie,Incidental
31938,12-Sep-25,3,Female,B. impatiens (Common eastern),Outagamie,Incidental
31865,12-Sep-25,1,Female,B. auricomus (Black and gold),Adams,Incidental
31858,12-Sep-25,1,Female,B. affinis (Rusty Patched),Dunn,Incidental
31864,12-Sep-25,1,Male,B. griseocollis (Brownbelted),Adams,Incidental
31862,12-Sep-25,5,Female,B. impatiens (Common eastern),La Crosse,Incidental
31863,12-Sep-25,2,Male,B. fervidus (Yellow),Adams,Incidental
31861,12-Sep-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31859,12-Sep-25,4,Male,B. impatiens (Common eastern),Walworth,Incidental
31886,12-Sep-25,1,Queen,B. griseocollis (Brownbelted),Brown,Incidental
31860,12-Sep-25,1,Queen,B. vagans (Half-black),Walworth,Incidental
31850,11-Sep-25,2,Female,B. impatiens (Common eastern),Walworth,Incidental
31853,11-Sep-25,1,Male,B. impatiens (Common eastern),Door,Incidental
31854,11-Sep-25,1,Male,B. affinis (Rusty Patched),Sheboygan,Incidental
31851,11-Sep-25,3,Male,B. impatiens (Common eastern),Walworth,Incidental
31852,11-Sep-25,1,Queen,B. griseocollis (Brownbelted),Dane,Incidental
31857,10-Sep-25,1,Queen,B. affinis (Rusty Patched),Door,Small Area
31847,10-Sep-25,1,Female,B. pensylvanicus (American),Dane,Incidental
31846,10-Sep-25,1,Queen,B. fervidus (Yellow),Iowa,Incidental
32184,10-Sep-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
31831,9-Sep-25,7,Female,B. impatiens (Common eastern),Wood,Small Area
31791,9-Sep-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
32040,9-Sep-25,2,Female,B. impatiens (Common eastern),Dane,Incidental
31808,9-Sep-25,13,Female,B. impatiens (Common eastern),Racine,Incidental
31815,9-Sep-25,100,Male,B. impatiens (Common eastern),Brown,Incidental
31816,9-Sep-25,1,Male,B. griseocollis (Brownbelted),Brown,Incidental
31795,9-Sep-25,3,Male,B. citrinus (Lemon cuckoo),Portage,Incidental
31845,9-Sep-25,1,Male,B. impatiens (Common eastern),Walworth,Incidental
31796,9-Sep-25,2,Male,B. rufocinctus (Redbelted),Portage,Incidental
31849,9-Sep-25,1,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31848,9-Sep-25,3,Male,B. impatiens (Common eastern),Walworth,Incidental
31917,9-Sep-25,3,Female,B. impatiens (Common eastern),Adams,Incidental
31869,8-Sep-25,1,Male,B. rufocinctus (Redbelted),Marquette,Small Area
31870,8-Sep-25,2,Female,B. rufocinctus (Redbelted),Marquette,Small Area
31866,8-Sep-25,1,Female,B. vagans (Half-black),Marquette,Small Area
31867,8-Sep-25,8,Female,B. impatiens (Common eastern),Marquette,Small Area
31811,8-Sep-25,1,Queen,B. vagans (Half-black),Calumet,Small Area
31810,8-Sep-25,1,Male,B. rufocinctus (Redbelted),Calumet,Small Area
31812,8-Sep-25,2,Female,B. impatiens (Common eastern),Calumet,Small Area
31809,8-Sep-25,4,Male,B. vagans (Half-black),Calumet,Small Area
31787,8-Sep-25,1,Queen,B. affinis (Rusty Patched),Door,Small Area
31747,8-Sep-25,12,Male,B. impatiens (Common eastern),Marinette,Incidental
31830,8-Sep-25,2,Male,B. citrinus (Lemon cuckoo),Brown,Incidental
31743,8-Sep-25,1,Female,B. impatiens (Common eastern),Brown,Incidental
31775,8-Sep-25,2,Male,B. griseocollis (Brownbelted),Green Lake,Incidental
32167,8-Sep-25,1,Female,B. vagans (Half-black),Green Lake,Incidental
31832,8-Sep-25,1,Queen,B. borealis (Northern amber),Green Lake,Incidental
31716,7-Sep-25,17,Male,B. impatiens (Common eastern),La Crosse,Incidental
31742,7-Sep-25,1,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31741,7-Sep-25,1,Male,B. impatiens (Common eastern),Walworth,Incidental
31715,7-Sep-25,7,Female,B. impatiens (Common eastern),La Crosse,Incidental
31733,7-Sep-25,1,Queen,B. griseocollis (Brownbelted),Sauk,Incidental
31727,7-Sep-25,2,Female,B. fervidus (Yellow),Iowa,Incidental
31734,7-Sep-25,1,Male,B. fervidus (Yellow),Sauk,Incidental
31726,7-Sep-25,1,Queen,B. rufocinctus (Redbelted),Sheboygan,Incidental
31745,7-Sep-25,1,Female,B. impatiens (Common eastern),Trempealeau,Incidental
31871,7-Sep-25,1,Male,B. ternarius (Tricolored),Washburn,Incidental
31713,7-Sep-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31746,7-Sep-25,1,Male,B. impatiens (Common eastern),Trempealeau,Incidental
31714,7-Sep-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31844,7-Sep-25,1,Male,B. fervidus (Yellow),Racine,Incidental
31725,7-Sep-25,1,Male,Unknown Bombus,Ozaukee,Incidental
31840,6-Sep-25,1,Female,B. griseocollis (Brownbelted),Door,Small Area
31839,6-Sep-25,4,Female,B. griseocollis (Brownbelted),Door,Small Area
31684,6-Sep-25,1,Queen,B. fervidus (Yellow),Eau Claire,Incidental
31701,6-Sep-25,1,Queen,B. impatiens (Common eastern),Dodge,Incidental
31704,6-Sep-25,1,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31703,6-Sep-25,1,Male,B. impatiens (Common eastern),Walworth,Incidental
32038,6-Sep-25,4,Male,B. impatiens (Common eastern),Iowa,Incidental
31744,6-Sep-25,3,Female,B. impatiens (Common eastern),Milwaukee,Incidental
32039,6-Sep-25,1,Female,B. impatiens (Common eastern),Iowa,Incidental
32037,6-Sep-25,6,Unknown,B. impatiens (Common eastern),Iowa,Incidental
31683,6-Sep-25,1,Queen,B. affinis (Rusty Patched),Eau Claire,Incidental
31702,6-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31771,5-Sep-25,3,Male,B. vagans (Half-black),Door,Small Area
31772,5-Sep-25,1,Male,B. rufocinctus (Redbelted),Door,Small Area
31675,5-Sep-25,1,Male,B. impatiens (Common eastern),Walworth,Incidental
31664,5-Sep-25,6,Female,B. impatiens (Common eastern),La Crosse,Incidental
31661,5-Sep-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31663,5-Sep-25,23,Male,B. impatiens (Common eastern),La Crosse,Incidental
31674,5-Sep-25,1,Queen,B. vagans (Half-black),Walworth,Incidental
31646,4-Sep-25,2,Female,B. fervidus (Yellow),Lafayette,Incidental
31649,4-Sep-25,2,Female,B. impatiens (Common eastern),Lafayette,Incidental
31637,4-Sep-25,3,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31645,4-Sep-25,2,Male,B. fervidus (Yellow),Lafayette,Incidental
31596,4-Sep-25,1,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31647,4-Sep-25,1,Male,Unknown Bombus,Lafayette,Incidental
31633,4-Sep-25,2,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31634,4-Sep-25,1,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31595,4-Sep-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
31672,4-Sep-25,1,Queen,B. affinis (Rusty Patched),Dane,Incidental
31639,4-Sep-25,1,Male,B. vagans (Half-black),Walworth,Incidental
31638,4-Sep-25,2,Female,B. impatiens (Common eastern),Walworth,Incidental
31650,4-Sep-25,2,Female,B. vagans (Half-black),Lafayette,Incidental
31636,4-Sep-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31696,4-Sep-25,1,Male,B. affinis (Rusty Patched),Sheboygan,Incidental
31648,4-Sep-25,5,Female,B. pensylvanicus (American),Lafayette,Incidental
31594,4-Sep-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31651,4-Sep-25,1,Female,B. vagans (Half-black),Lafayette,Incidental
31587,3-Sep-25,1,Male,B. impatiens (Common eastern),Walworth,Incidental
32168,3-Sep-25,5,Female,B. vagans (Half-black),Portage,Incidental
31521,2-Sep-25,7,Female,B. impatiens (Common eastern),Kenosha,Small Area
31522,2-Sep-25,7,Female,B. impatiens (Common eastern),Kenosha,Small Area
31545,2-Sep-25,2,Male,B. vagans (Half-black),Outagamie,Incidental
31543,2-Sep-25,2,Female,B. impatiens (Common eastern),Outagamie,Incidental
31542,2-Sep-25,8,Male,B. impatiens (Common eastern),Outagamie,Incidental
31525,2-Sep-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31539,2-Sep-25,1,Male,B. affinis (Rusty Patched),Racine,Incidental
31584,2-Sep-25,1,Male,B. borealis (Northern amber),Brown,Incidental
31540,2-Sep-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31699,1-Sep-25,4,Male,B. rufocinctus (Redbelted),Calumet,Small Area
31698,1-Sep-25,6,Queen,B. griseocollis (Brownbelted),Calumet,Small Area
31697,1-Sep-25,1,Queen,B. auricomus (Black and gold),Calumet,Small Area
31538,1-Sep-25,1,Male,B. affinis (Rusty Patched),Racine,Incidental
31593,1-Sep-25,2,Female,B. insularis (Indiscriminate cuckoo),Dunn,Incidental
31607,1-Sep-25,1,Male,B. impatiens (Common eastern),Sauk,Incidental
31488,1-Sep-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31486,1-Sep-25,2,Female,B. impatiens (Common eastern),Dane,Incidental
31504,1-Sep-25,35,Male,B. impatiens (Common eastern),La Crosse,Incidental
31503,1-Sep-25,5,Female,B. impatiens (Common eastern),La Crosse,Incidental
31505,1-Sep-25,3,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31511,1-Sep-25,2,Male,B. vagans (Half-black),Walworth,Incidental
31509,1-Sep-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31507,1-Sep-25,1,Queen,B. fervidus (Yellow),Walworth,Incidental
31531,1-Sep-25,1,Female,B. ternarius (Tricolored),La Crosse,Incidental
31532,1-Sep-25,1,Male,B. vagans (Half-black),La Crosse,Incidental
31533,1-Sep-25,1,Male,B. impatiens (Common eastern),La Crosse,Incidental
31534,1-Sep-25,1,Male,B. impatiens (Common eastern),La Crosse,Incidental
31547,1-Sep-25,1,Queen,B. rufocinctus (Redbelted),Waupaca,Incidental
31548,1-Sep-25,1,Queen,B. vagans (Half-black),Waupaca,Incidental
31980,1-Sep-25,1,Female,B. fervidus (Yellow),Dane,Incidental
31585,1-Sep-25,1,Male,B. vagans (Half-black),Brown,Incidental
31591,1-Sep-25,1,Queen,B. auricomus (Black and gold),Brown,Incidental
31588,1-Sep-25,1,Queen,B. rufocinctus (Redbelted),Brown,Incidental
31597,1-Sep-25,4,Queen,B. impatiens (Common eastern),Waupaca,Incidental
31481,31-Aug-25,1,Queen,B. griseocollis (Brownbelted),Green,Small Area
31480,31-Aug-25,1,Female,B. affinis (Rusty Patched),Green,Small Area
31489,31-Aug-25,6,Male,B. citrinus (Lemon cuckoo),Door,Small Area
31728,31-Aug-25,1,Female,B. rufocinctus (Redbelted),Waukesha,Small Area
