Obs ID,Date Observed,Number,Sex,Species,County,Survey Method
29447,21-Jul-25,1,Female,B. impatiens (Common eastern),Ozaukee,Small Area
29343,21-Jul-25,1,Female,B. bimaculatus (Twospotted),Bayfield,Small Area
29345,21-Jul-25,1,Queen,B. bimaculatus (Twospotted),Bayfield,Small Area
29347,21-Jul-25,3,Female,B. ternarius (Tricolored),Bayfield,Small Area
29346,21-Jul-25,55,Female,B. vagans (Half-black),Bayfield,Small Area
29335,21-Jul-25,1,Female,B. bimaculatus (Twospotted),Bayfield,Small Area
29340,21-Jul-25,1,Male,B. vagans (Half-black),Bayfield,Small Area
29337,21-Jul-25,10,Female,B. vagans (Half-black),Bayfield,Small Area
29310,21-Jul-25,1,Female,B. citrinus (Lemon cuckoo),Waushara,Small Area
29309,21-Jul-25,10,Female,B. vagans (Half-black),Waushara,Small Area
29334,21-Jul-25,5,Female,B. ternarius (Tricolored),Bayfield,Small Area
29329,21-Jul-25,2,Queen,B. griseocollis (Brownbelted),Bayfield,Small Area
29332,21-Jul-25,7,Male,B. griseocollis (Brownbelted),Bayfield,Small Area
29333,21-Jul-25,4,Female,B. griseocollis (Brownbelted),Bayfield,Small Area
29389,21-Jul-25,3,Unknown,B. bimaculatus (Twospotted),St. Croix,Small Area
29388,21-Jul-25,3,Male,B. impatiens (Common eastern),St. Croix,Small Area
29269,21-Jul-25,8,Female,B. vagans (Half-black),Waushara,Small Area
29270,21-Jul-25,1,Female,B. perplexus (Confusing),Waushara,Small Area
29268,21-Jul-25,1,Female,B. citrinus (Lemon cuckoo),Waushara,Small Area
29424,21-Jul-25,2,Female,B. affinis (Rusty Patched),Waukesha,Incidental
29258,21-Jul-25,2,Male,B. affinis (Rusty Patched),Waukesha,Incidental
29250,21-Jul-25,1,Female,B. auricomus (Black and gold),Dane,Incidental
29245,21-Jul-25,3,Male,B. affinis (Rusty Patched),Dane,Incidental
29569,21-Jul-25,3,Female,B. auricomus (Black and gold),Walworth,Incidental
29244,21-Jul-25,1,Male,B. affinis (Rusty Patched),Dane,Incidental
29241,21-Jul-25,1,Male,B. affinis (Rusty Patched),La Crosse,Incidental
31817,21-Jul-25,33,Female,B. borealis (Northern amber),Sauk,Incidental
29328,21-Jul-25,2,Male,B. bimaculatus (Twospotted),Bayfield,Incidental
29273,21-Jul-25,4,Female,B. impatiens (Common eastern),Dane,Incidental
29716,21-Jul-25,1,Unknown,B. impatiens (Common eastern),Dane,Incidental
30071,21-Jul-25,5,Female,B. auricomus (Black and gold),Sauk,Incidental
31825,21-Jul-25,15,Female,B. bimaculatus (Twospotted),Sauk,Incidental
29267,21-Jul-25,1,Female,B. bimaculatus (Twospotted),Wood,Incidental
29717,21-Jul-25,1,Male,B. impatiens (Common eastern),Dane,Incidental
29248,21-Jul-25,1,Female,B. griseocollis (Brownbelted),Dane,Incidental
31818,21-Jul-25,3,Female,B. auricomus (Black and gold),Sauk,Incidental
31807,21-Jul-25,2,Female,B. auricomus (Black and gold),Sauk,Incidental
31828,21-Jul-25,1,Female,B. affinis (Rusty Patched),Sauk,Incidental
29720,21-Jul-25,1,Male,B. griseocollis (Brownbelted),Dane,Incidental
31804,21-Jul-25,1,Female,B. affinis (Rusty Patched),Sauk,Incidental
31579,21-Jul-25,5,Female,B. vagans (Half-black),Outagamie,Incidental
31580,21-Jul-25,1,Male,B. rufocinctus (Redbelted),Outagamie,Incidental
29237,21-Jul-25,1,Female,B. rufocinctus (Redbelted),Racine,Incidental
31581,21-Jul-25,2,Female,B. rufocinctus (Redbelted),Outagamie,Incidental
29721,21-Jul-25,1,Male,B. bimaculatus (Twospotted),Dane,Incidental
29722,21-Jul-25,1,Unknown,Unknown Bombus,Dane,Incidental
29723,21-Jul-25,1,Unknown,B. griseocollis (Brownbelted),Dane,Incidental
29725,21-Jul-25,1,Female,B. impatiens (Common eastern),Dane,Incidental
29242,21-Jul-25,1,Queen,B. bimaculatus (Twospotted),La Crosse,Incidental
31583,21-Jul-25,2,Male,B. bimaculatus (Twospotted),Outagamie,Incidental
31826,21-Jul-25,1,Queen,B. bimaculatus (Twospotted),Sauk,Incidental
29726,21-Jul-25,1,Female,B. impatiens (Common eastern),Dane,Incidental
31577,21-Jul-25,1,Male,B. citrinus (Lemon cuckoo),Outagamie,Incidental
29727,21-Jul-25,1,Female,B. bimaculatus (Twospotted),Dane,Incidental
29246,21-Jul-25,1,Female,B. impatiens (Common eastern),Dane,Incidental
29724,21-Jul-25,1,Male,Unknown Bombus,Dane,Incidental
29277,21-Jul-25,12,Female,B. vagans (Half-black),Fond du Lac,Incidental
31813,21-Jul-25,97,Female,B. impatiens (Common eastern),Sauk,Incidental
31799,21-Jul-25,35,Female,B. rufocinctus (Redbelted),Sauk,Incidental
30126,21-Jul-25,1,Male,B. bimaculatus (Twospotted),Milwaukee,Incidental
31798,21-Jul-25,56,Female,B. impatiens (Common eastern),Sauk,Incidental
31803,21-Jul-25,2,Male,B. griseocollis (Brownbelted),Sauk,Incidental
31805,21-Jul-25,4,Queen,B. griseocollis (Brownbelted),Sauk,Incidental
29578,21-Jul-25,3,Female,B. vagans (Half-black),Waukesha,Incidental
31797,21-Jul-25,50,Female,B. griseocollis (Brownbelted),Sauk,Incidental
31820,21-Jul-25,21,Male,B. griseocollis (Brownbelted),Sauk,Incidental
31824,21-Jul-25,4,Female,B. vagans (Half-black),Sauk,Incidental
29217,21-Jul-25,1,Male,B. impatiens (Common eastern),La Crosse,Incidental
31582,21-Jul-25,6,Female,B. impatiens (Common eastern),Outagamie,Incidental
29215,21-Jul-25,14,Male,B. bimaculatus (Twospotted),La Crosse,Incidental
29214,21-Jul-25,2,Female,B. bimaculatus (Twospotted),La Crosse,Incidental
29213,21-Jul-25,17,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
29216,21-Jul-25,1,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
29226,21-Jul-25,1,Female,B. vagans (Half-black),La Crosse,Incidental
29239,21-Jul-25,1,Male,B. griseocollis (Brownbelted),Racine,Incidental
29240,21-Jul-25,1,Queen,B. griseocollis (Brownbelted),Racine,Incidental
29243,21-Jul-25,1,Male,B. griseocollis (Brownbelted),Walworth,Incidental
29247,21-Jul-25,2,Female,B. vagans (Half-black),Dane,Incidental
29263,21-Jul-25,1,Female,B. griseocollis (Brownbelted),Milwaukee,Incidental
29259,21-Jul-25,1,Male,B. griseocollis (Brownbelted),Milwaukee,Incidental
29260,21-Jul-25,1,Female,B. bimaculatus (Twospotted),Milwaukee,Incidental
30076,21-Jul-25,2,Queen,B. griseocollis (Brownbelted),Sauk,Incidental
29286,21-Jul-25,10,Male,B. affinis (Rusty Patched),Winnebago,Incidental
29261,21-Jul-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
29262,21-Jul-25,1,Female,B. rufocinctus (Redbelted),Milwaukee,Incidental
29264,21-Jul-25,1,Female,B. bimaculatus (Twospotted),Milwaukee,Incidental
31821,21-Jul-25,25,Female,B. griseocollis (Brownbelted),Sauk,Incidental
30072,21-Jul-25,8,Female,B. borealis (Northern amber),Sauk,Incidental
29271,21-Jul-25,2,Female,B. auricomus (Black and gold),Brown,Incidental
29265,21-Jul-25,1,Female,B. vagans (Half-black),Dane,Incidental
29218,21-Jul-25,1,Queen,B. griseocollis (Brownbelted),Dane,Incidental
31806,21-Jul-25,1,Female,B. pensylvanicus (American),Sauk,Incidental
29715,21-Jul-25,1,Female,B. impatiens (Common eastern),Dane,Incidental
31801,21-Jul-25,13,Female,B. fervidus (Yellow),Sauk,Incidental
31800,21-Jul-25,58,Female,B. borealis (Northern amber),Sauk,Incidental
29272,21-Jul-25,1,Queen,B. griseocollis (Brownbelted),Dane,Incidental
29583,21-Jul-25,1,Female,B. impatiens (Common eastern),Washington,Incidental
31829,21-Jul-25,1,Female,B. fervidus (Yellow),Sauk,Incidental
31827,21-Jul-25,1,Female,B. pensylvanicus (American),Sauk,Incidental
31822,21-Jul-25,2,Queen,B. griseocollis (Brownbelted),Sauk,Incidental
30073,21-Jul-25,1,Female,B. fervidus (Yellow),Sauk,Incidental
31819,21-Jul-25,24,Female,B. rufocinctus (Redbelted),Sauk,Incidental
31802,21-Jul-25,8,Male,B. borealis (Northern amber),Sauk,Incidental
29200,20-Jul-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Small Area
29950,20-Jul-25,1,Male,B. affinis (Rusty Patched),Dunn,Incidental
29927,20-Jul-25,3,Female,B. impatiens (Common eastern),Waukesha,Incidental
30564,20-Jul-25,12,Female,B. griseocollis (Brownbelted),Marquette,Incidental
30560,20-Jul-25,12,Female,B. impatiens (Common eastern),Marquette,Incidental
29236,20-Jul-25,3,Male,B. griseocollis (Brownbelted),Kenosha,Incidental
30556,20-Jul-25,12,Female,B. rufocinctus (Redbelted),Marquette,Incidental
30557,20-Jul-25,8,Female,B. griseocollis (Brownbelted),Marquette,Incidental
29249,20-Jul-25,1,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
29169,20-Jul-25,1,Male,B. affinis (Rusty Patched),La Crosse,Incidental
29167,20-Jul-25,1,Queen,B. bimaculatus (Twospotted),La Crosse,Incidental
29166,20-Jul-25,23,Male,B. bimaculatus (Twospotted),La Crosse,Incidental
29165,20-Jul-25,8,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
29164,20-Jul-25,1,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
29570,20-Jul-25,3,Male,B. griseocollis (Brownbelted),Dane,Incidental
29209,20-Jul-25,5,Female,B. rufocinctus (Redbelted),Calumet,Incidental
29575,20-Jul-25,9,Female,B. impatiens (Common eastern),Dane,Incidental
29235,20-Jul-25,1,Queen,B. griseocollis (Brownbelted),Kenosha,Incidental
29558,20-Jul-25,2,Female,B. auricomus (Black and gold),Dane,Incidental
29439,20-Jul-25,1,Female,B. bimaculatus (Twospotted),Eau Claire,Incidental
31271,20-Jul-25,21,Female,B. impatiens (Common eastern),Sauk,Incidental
31279,20-Jul-25,1,Female,B. vagans (Half-black),Sauk,Incidental
31278,20-Jul-25,9,Male,B. griseocollis (Brownbelted),Sauk,Incidental
31277,20-Jul-25,14,Female,B. griseocollis (Brownbelted),Sauk,Incidental
31276,20-Jul-25,5,Female,B. auricomus (Black and gold),Sauk,Incidental
31280,20-Jul-25,10,Female,B. bimaculatus (Twospotted),Sauk,Incidental
31272,20-Jul-25,8,Female,B. fervidus (Yellow),Sauk,Incidental
31273,20-Jul-25,46,Female,B. borealis (Northern amber),Sauk,Incidental
31274,20-Jul-25,2,Male,B. rufocinctus (Redbelted),Sauk,Incidental
29559,20-Jul-25,3,Male,B. bimaculatus (Twospotted),Dane,Incidental
29565,20-Jul-25,2,Female,B. bimaculatus (Twospotted),Dane,Incidental
31776,20-Jul-25,36,Female,B. impatiens (Common eastern),Sauk,Incidental
29168,20-Jul-25,1,Female,B. affinis (Rusty Patched),Dane,Incidental
29598,20-Jul-25,13,Male,B. rufocinctus (Redbelted),Dane,Incidental
31778,20-Jul-25,17,Female,B. griseocollis (Brownbelted),Sauk,Incidental
31777,20-Jul-25,12,Male,B. griseocollis (Brownbelted),Sauk,Incidental
31783,20-Jul-25,3,Female,B. fervidus (Yellow),Sauk,Incidental
31780,20-Jul-25,15,Female,B. borealis (Northern amber),Sauk,Incidental
31784,20-Jul-25,2,Male,B. rufocinctus (Redbelted),Sauk,Incidental
31779,20-Jul-25,3,Female,B. bimaculatus (Twospotted),Sauk,Incidental
29170,20-Jul-25,2,Female,B. vagans (Half-black),La Crosse,Incidental
29171,20-Jul-25,2,Female,B. impatiens (Common eastern),La Crosse,Incidental
29172,20-Jul-25,1,Male,B. impatiens (Common eastern),La Crosse,Incidental
31781,20-Jul-25,16,Female,B. auricomus (Black and gold),Sauk,Incidental
31786,20-Jul-25,1,Female,B. affinis (Rusty Patched),Sauk,Incidental
31782,20-Jul-25,14,Female,B. rufocinctus (Redbelted),Sauk,Incidental
29176,20-Jul-25,1,Female,B. affinis (Rusty Patched),Milwaukee,Incidental
29201,20-Jul-25,2,Female,B. fervidus (Yellow),Walworth,Incidental
29204,20-Jul-25,1,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
29177,20-Jul-25,2,Male,B. auricomus (Black and gold),Milwaukee,Incidental
29206,20-Jul-25,3,Male,B. bimaculatus (Twospotted),Walworth,Incidental
29205,20-Jul-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
29207,20-Jul-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
29202,20-Jul-25,1,Male,B. bimaculatus (Twospotted),Walworth,Incidental
29203,20-Jul-25,1,Female,B. vagans (Half-black),Walworth,Incidental
29189,20-Jul-25,1,Male,B. griseocollis (Brownbelted),Milwaukee,Incidental
29190,20-Jul-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
29188,20-Jul-25,1,Female,B. griseocollis (Brownbelted),Milwaukee,Incidental
29191,20-Jul-25,1,Male,B. bimaculatus (Twospotted),Milwaukee,Incidental
29192,20-Jul-25,1,Female,B. bimaculatus (Twospotted),Milwaukee,Incidental
29181,20-Jul-25,3,Female,B. impatiens (Common eastern),Dodge,Incidental
29187,20-Jul-25,4,Female,B. rufocinctus (Redbelted),Milwaukee,Incidental
31722,20-Jul-25,1,Queen,B. impatiens (Common eastern),Sauk,Incidental
31720,20-Jul-25,1,Female,B. rufocinctus (Redbelted),Sauk,Incidental
29183,20-Jul-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
29255,20-Jul-25,1,Male,B. griseocollis (Brownbelted),Dane,Incidental
31717,20-Jul-25,4,Female,B. affinis (Rusty Patched),Sauk,Incidental
31723,20-Jul-25,2,Queen,B. griseocollis (Brownbelted),Sauk,Incidental
31721,20-Jul-25,1,Male,B. borealis (Northern amber),Sauk,Incidental
29184,20-Jul-25,1,Female,B. vagans (Half-black),Milwaukee,Incidental
29579,20-Jul-25,2,Female,B. rufocinctus (Redbelted),Dane,Incidental
31718,20-Jul-25,1,Queen,B. bimaculatus (Twospotted),Sauk,Incidental
29563,20-Jul-25,1,Male,B. bimaculatus (Twospotted),Dane,Incidental
29703,20-Jul-25,3,Female,B. affinis (Rusty Patched),Marquette,Incidental
29193,20-Jul-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Incidental
29326,20-Jul-25,1,Male,B. flavidus (Fernald cuckoo),Clark,Incidental
29307,20-Jul-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
29194,20-Jul-25,1,Male,B. griseocollis (Brownbelted),Brown,Incidental
29197,20-Jul-25,5,Female,Unknown Bombus,Portage,Incidental
29198,20-Jul-25,1,Female,B. bimaculatus (Twospotted),Portage,Incidental
29971,20-Jul-25,1,Male,B. rufocinctus (Redbelted),Columbia,Incidental
31146,19-Jul-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
29303,19-Jul-25,1,Unknown,Unknown Bombus,Milwaukee,Incidental
29149,19-Jul-25,2,Female,B. impatiens (Common eastern),La Crosse,Incidental
31085,19-Jul-25,1,Female,B. auricomus (Black and gold),Milwaukee,Incidental
31149,19-Jul-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
30854,19-Jul-25,1,Male,B. griseocollis (Brownbelted),Pierce,Incidental
31148,19-Jul-25,1,Male,B. bimaculatus (Twospotted),Milwaukee,Incidental
30467,19-Jul-25,1,Male,B. bimaculatus (Twospotted),Iowa,Incidental
29301,19-Jul-25,1,Female,B. bimaculatus (Twospotted),Milwaukee,Incidental
31147,19-Jul-25,1,Male,B. griseocollis (Brownbelted),Milwaukee,Incidental
29148,19-Jul-25,2,Female,B. impatiens (Common eastern),La Crosse,Incidental
29147,19-Jul-25,8,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
29196,19-Jul-25,1,Female,B. rufocinctus (Redbelted),Crawford,Incidental
29134,19-Jul-25,2,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
29150,19-Jul-25,2,Female,B. auricomus (Black and gold),Dane,Incidental
29212,19-Jul-25,1,Female,B. fervidus (Yellow),Calumet,Incidental
29137,19-Jul-25,6,Male,B. bimaculatus (Twospotted),Milwaukee,Incidental
29139,19-Jul-25,1,Male,B. griseocollis (Brownbelted),Milwaukee,Incidental
29162,19-Jul-25,5,Male,B. bimaculatus (Twospotted),Dodge,Incidental
29302,19-Jul-25,2,Female,B. impatiens (Common eastern),Milwaukee,Incidental
31732,19-Jul-25,1,Male,B. bimaculatus (Twospotted),Waukesha,Incidental
29135,19-Jul-25,12,Male,B. bimaculatus (Twospotted),La Crosse,Incidental
29142,19-Jul-25,1,Female,B. auricomus (Black and gold),Winnebago,Incidental
29138,19-Jul-25,2,Female,B. impatiens (Common eastern),Milwaukee,Incidental
31150,19-Jul-25,1,Female,B. rufocinctus (Redbelted),Milwaukee,Incidental
30462,19-Jul-25,2,Female,B. rufocinctus (Redbelted),Iowa,Incidental
29161,19-Jul-25,1,Female,B. vagans (Half-black),Chippewa,Incidental
29146,19-Jul-25,2,Male,B. vagans (Half-black),La Crosse,Incidental
29145,19-Jul-25,1,Queen,B. bimaculatus (Twospotted),La Crosse,Incidental
30855,19-Jul-25,1,Male,B. vagans (Half-black),Pierce,Incidental
30463,19-Jul-25,6,Male,B. bimaculatus (Twospotted),Iowa,Incidental
29308,19-Jul-25,1,Female,B. affinis (Rusty Patched),Crawford,Incidental
29195,19-Jul-25,1,Male,B. affinis (Rusty Patched),Crawford,Incidental
29211,19-Jul-25,1,Unknown,Unknown Bombus,Shawano,Incidental
29140,19-Jul-25,1,Female,B. fervidus (Yellow),Milwaukee,Incidental
29440,19-Jul-25,1,Male,B. griseocollis (Brownbelted),Eau Claire,Incidental
29289,19-Jul-25,1,Female,B. auricomus (Black and gold),Calumet,Incidental
30468,19-Jul-25,3,Unknown,B. vagans (Half-black),Iowa,Incidental
31151,19-Jul-25,1,Female,B. bimaculatus (Twospotted),Milwaukee,Incidental
30465,19-Jul-25,2,Male,B. bimaculatus (Twospotted),Iowa,Incidental
29210,19-Jul-25,1,Female,B. vagans (Half-black),Shawano,Incidental
30501,18-Jul-25,1,Female,B. vagans (Half-black),Calumet,Small Area
31034,18-Jul-25,3,Male,B. bimaculatus (Twospotted),Calumet,Small Area
30500,18-Jul-25,13,Female,B. rufocinctus (Redbelted),Calumet,Small Area
30499,18-Jul-25,4,Male,B. griseocollis (Brownbelted),Calumet,Small Area
30498,18-Jul-25,3,Female,B. borealis (Northern amber),Calumet,Small Area
29132,18-Jul-25,1,Male,B. auricomus (Black and gold),Dane,Incidental
29362,18-Jul-25,2,Male,B. affinis (Rusty Patched),Iowa,Incidental
29116,18-Jul-25,2,Male,B. bimaculatus (Twospotted),Milwaukee,Incidental
29123,18-Jul-25,2,Female,B. auricomus (Black and gold),La Crosse,Incidental
29125,18-Jul-25,1,Male,B. auricomus (Black and gold),Dane,Incidental
29093,18-Jul-25,13,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
29115,18-Jul-25,1,Female,B. auricomus (Black and gold),Milwaukee,Incidental
29105,18-Jul-25,2,Male,B. vagans (Half-black),La Crosse,Incidental
29589,18-Jul-25,1,Female,B. bimaculatus (Twospotted),Calumet,Incidental
29288,18-Jul-25,1,Male,B. bimaculatus (Twospotted),Winnebago,Incidental
29437,18-Jul-25,16,Male,B. bimaculatus (Twospotted),Outagamie,Incidental
29076,18-Jul-25,8,Male,B. bimaculatus (Twospotted),La Crosse,Incidental
29586,18-Jul-25,2,Female,B. griseocollis (Brownbelted),Calumet,Incidental
29077,18-Jul-25,1,Female,B. impatiens (Common eastern),La Crosse,Incidental
29585,18-Jul-25,2,Female,B. vagans (Half-black),Calumet,Incidental
29524,18-Jul-25,1,Male,B. bimaculatus (Twospotted),Waukesha,Incidental
29078,18-Jul-25,1,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
29072,18-Jul-25,7,Male,B. bimaculatus (Twospotted),Waukesha,Incidental
29122,18-Jul-25,1,Female,B. bimaculatus (Twospotted),Milwaukee,Incidental
29079,18-Jul-25,1,Female,B. bimaculatus (Twospotted),La Crosse,Incidental
29587,18-Jul-25,2,Female,B. auricomus (Black and gold),Calumet,Incidental
29103,18-Jul-25,1,Female,B. bimaculatus (Twospotted),La Crosse,Incidental
29101,18-Jul-25,1,Male,B. impatiens (Common eastern),La Crosse,Incidental
29094,18-Jul-25,2,Female,B. auricomus (Black and gold),Waukesha,Incidental
29133,18-Jul-25,3,Female,B. vagans (Half-black),Ozaukee,Incidental
29238,18-Jul-25,1,Female,B. fervidus (Yellow),Kenosha,Incidental
29120,18-Jul-25,1,Female,B. rufocinctus (Redbelted),Milwaukee,Incidental
29124,18-Jul-25,1,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
29199,18-Jul-25,1,Female,B. impatiens (Common eastern),Portage,Incidental
29144,18-Jul-25,5,Male,B. bimaculatus (Twospotted),Walworth,Incidental
29111,18-Jul-25,2,Female,B. affinis (Rusty Patched),Winnebago,Incidental
29292,18-Jul-25,1,Male,B. affinis (Rusty Patched),Dane,Incidental
29208,18-Jul-25,3,Female,B. rufocinctus (Redbelted),Calumet,Incidental
29128,18-Jul-25,1,Female,B. rufocinctus (Redbelted),Racine,Incidental
29129,18-Jul-25,2,Female,B. fervidus (Yellow),Racine,Incidental
29130,18-Jul-25,1,Female,B. auricomus (Black and gold),Racine,Incidental
29287,18-Jul-25,2,Female,B. auricomus (Black and gold),Winnebago,Incidental
29119,18-Jul-25,6,Female,B. auricomus (Black and gold),Milwaukee,Incidental
29588,18-Jul-25,1,Female,B. vagans (Half-black),Calumet,Incidental
29118,18-Jul-25,1,Queen,B. auricomus (Black and gold),Milwaukee,Incidental
29131,18-Jul-25,1,Female,B. auricomus (Black and gold),Dane,Incidental
29100,18-Jul-25,1,Male,B. affinis (Rusty Patched),La Crosse,Incidental
29121,18-Jul-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
29073,18-Jul-25,1,Female,B. impatiens (Common eastern),Waukesha,Incidental
29117,18-Jul-25,3,Female,B. fervidus (Yellow),Milwaukee,Incidental
29293,18-Jul-25,1,Male,B. rufocinctus (Redbelted),Dane,Incidental
29182,18-Jul-25,1,Female,B. fervidus (Yellow),Ozaukee,Incidental
29104,17-Jul-25,4,Female,B. rufocinctus (Redbelted),Ozaukee,Small Area
29099,17-Jul-25,2,Female,B. bimaculatus (Twospotted),Ozaukee,Small Area
29109,17-Jul-25,4,Female,B. bimaculatus (Twospotted),Ozaukee,Small Area
29110,17-Jul-25,1,Female,B. fervidus (Yellow),Ozaukee,Small Area
31565,17-Jul-25,1,Female,B. affinis (Rusty Patched),Unknown,Small Area
31567,17-Jul-25,2,Female,B. vagans (Half-black),Unknown,Small Area
31566,17-Jul-25,1,Female,B. affinis (Rusty Patched),Unknown,Small Area
31563,17-Jul-25,1,Male,B. rufocinctus (Redbelted),Unknown,Small Area
31564,17-Jul-25,4,Male,B. griseocollis (Brownbelted),Unknown,Small Area
31562,17-Jul-25,2,Female,B. rufocinctus (Redbelted),Unknown,Small Area
31561,17-Jul-25,6,Unknown,B. impatiens (Common eastern),Unknown,Small Area
29106,17-Jul-25,5,Female,Unknown Bombus,Ozaukee,Small Area
29108,17-Jul-25,1,Female,B. rufocinctus (Redbelted),Ozaukee,Small Area
29107,17-Jul-25,6,Female,B. bimaculatus (Twospotted),Ozaukee,Small Area
29033,17-Jul-25,2,Female,B. auricomus (Black and gold),La Crosse,Small Area
29039,17-Jul-25,15,Male,B. griseocollis (Brownbelted),La Crosse,Small Area
29034,17-Jul-25,1,Female,B. auricomus (Black and gold),La Crosse,Small Area
29038,17-Jul-25,2,Queen,B. griseocollis (Brownbelted),La Crosse,Small Area
29040,17-Jul-25,2,Female,B. vagans (Half-black),La Crosse,Small Area
29063,17-Jul-25,2,Male,B. affinis (Rusty Patched),Dane,Incidental
29067,17-Jul-25,1,Male,B. bimaculatus (Twospotted),Dane,Incidental
29068,17-Jul-25,4,Female,B. vagans (Half-black),Vernon,Incidental
29041,17-Jul-25,1,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
29052,17-Jul-25,5,Male,B. bimaculatus (Twospotted),Vernon,Incidental
29053,17-Jul-25,6,Female,B. impatiens (Common eastern),Vernon,Incidental
29054,17-Jul-25,5,Female,B. vagans (Half-black),Vernon,Incidental
29057,17-Jul-25,10,Male,B. bimaculatus (Twospotted),Vernon,Incidental
29056,17-Jul-25,3,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
29042,17-Jul-25,1,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
29043,17-Jul-25,1,Female,B. vagans (Half-black),La Crosse,Incidental
29306,17-Jul-25,1,Male,B. griseocollis (Brownbelted),Dane,Incidental
29065,17-Jul-25,5,Unknown,B. griseocollis (Brownbelted),Dane,Incidental
29084,17-Jul-25,1,Female,B. impatiens (Common eastern),Richland,Incidental
29304,17-Jul-25,1,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
29055,17-Jul-25,1,Male,B. affinis (Rusty Patched),Dane,Incidental
29300,17-Jul-25,1,Female,B. bimaculatus (Twospotted),Milwaukee,Incidental
29032,17-Jul-25,2,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
29035,17-Jul-25,3,Female,B. impatiens (Common eastern),La Crosse,Incidental
29036,17-Jul-25,2,Female,B. griseocollis (Brownbelted),La Crosse,Incidental
29037,17-Jul-25,1,Unknown,B. bimaculatus (Twospotted),La Crosse,Incidental
29026,17-Jul-25,1,Male,B. affinis (Rusty Patched),La Crosse,Incidental
29014,17-Jul-25,2,Male,B. impatiens (Common eastern),La Crosse,Incidental
29086,17-Jul-25,3,Queen,B. griseocollis (Brownbelted),Richland,Incidental
29007,17-Jul-25,1,Female,B. bimaculatus (Twospotted),La Crosse,Incidental
29008,17-Jul-25,17,Male,B. bimaculatus (Twospotted),La Crosse,Incidental
29009,17-Jul-25,2,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
29013,17-Jul-25,2,Female,B. impatiens (Common eastern),La Crosse,Incidental
29141,17-Jul-25,3,Male,B. bimaculatus (Twospotted),Walworth,Incidental
29276,17-Jul-25,1,Female,B. affinis (Rusty Patched),Crawford,Incidental
29114,17-Jul-25,1,Male,B. bimaculatus (Twospotted),Waukesha,Incidental
29143,17-Jul-25,1,Female,B. fervidus (Yellow),Walworth,Incidental
29136,17-Jul-25,1,Female,B. pensylvanicus (American),Columbia,Incidental
29087,17-Jul-25,1,Male,B. griseocollis (Brownbelted),Richland,Incidental
29113,17-Jul-25,1,Male,B. bimaculatus (Twospotted),Shawano,Incidental
29088,17-Jul-25,1,Queen,B. impatiens (Common eastern),Richland,Incidental
29090,17-Jul-25,1,Female,B. auricomus (Black and gold),Richland,Incidental
29092,17-Jul-25,1,Male,B. bimaculatus (Twospotted),Richland,Incidental
29075,17-Jul-25,1,Female,B. auricomus (Black and gold),Dane,Incidental
29085,17-Jul-25,1,Female,B. griseocollis (Brownbelted),Richland,Incidental
29091,17-Jul-25,1,Male,B. perplexus (Confusing),Richland,Incidental
29089,17-Jul-25,1,Female,B. affinis (Rusty Patched),Richland,Incidental
29070,17-Jul-25,1,Female,B. fervidus (Yellow),Racine,Incidental
29071,17-Jul-25,1,Female,B. auricomus (Black and gold),Racine,Incidental
29058,17-Jul-25,15,Male,B. griseocollis (Brownbelted),Vernon,Incidental
29412,17-Jul-25,2,Female,B. impatiens (Common eastern),Dunn,Incidental
29059,17-Jul-25,3,Male,B. vagans (Half-black),Vernon,Incidental
29413,17-Jul-25,1,Female,B. impatiens (Common eastern),Dunn,Incidental
29407,17-Jul-25,1,Male,B. insularis (Indiscriminate cuckoo),Dunn,Incidental
29408,17-Jul-25,1,Female,B. ternarius (Tricolored),Dunn,Incidental
